InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,TotalPrice,PaymentMethod,StoreID,ProductCategory,EmployeeID,PromotionCode
MEXICF,CQYOK,PJPKSRQXDOXGCNHZWWNN,9,06/13/2023 08:51,63.3,19985.0,Germany,0.25,495.66,Credit Card,Store_A,Category_A,ZGOVJ,AKEZZ
VEKDZF,FBJPU,AKWDCZPBUPULJONYHHSE,91,12/26/2023 12:47,12.84,19894.0,Belgium,0.2,440.72,Online,Store_C,Category_B,TCIWD,NLXCH
QSMCYZ,BCUON,PWPDXVTXEOYOOZSICVAJ,730,08/10/2023 10:33,99.17,13281.0,Netherlands,0.01,232.22,Credit Card,Store_C,Category_B,VEJYC,KRWKD
DVNAQL,TKTQF,,918,10/20/2023 18:30,11.5,,United Kingdom,0.03,103.92,Credit Card,Store_C,Category_C,,ZKTDR
WIWPBC,SZKFA,NNQTBRIXLBLDOQDRHWSF,731,05/16/2023 20:45,43.69,18302.0,Belgium,0.31,194.91,Online,Store_A,Category_B,FZVCU,DJJYG
EOBNUC,SPLYQ,CKNYWCRIDYNCVCZPTICA,918,01/13/2023 18:49,12.26,14911.0,Germany,0.07,324.87,Online,Store_C,Category_B,OTIXO,BJLQS
,XTRMP,FXMKXHLPONKIVONDKXMJ,82,02/12/2023 05:49,48.8,10661.0,Germany,0.26,135.35,Credit Card,Store_B,Category_B,JRCRH,AUPUZ
XAOYGB,RRFLZ,PNWSLMWNUVZGTIWHHFON,545,04/16/2023 21:32,63.58,13483.0,Germany,0.21,422.19,Credit Card,Store_B,Category_C,MNPCZ,OAWOA
,NCKOK,RSACGKGREJDHKDXVAHSL,341,02/02/2023 18:42,81.61,12892.0,Netherlands,0.41,482.83,Credit Card,Store_C,Category_C,FFAMM,LOVMV
GQDYZA,SLMMU,TTTCLLQSMNRCJEGCOQFO,701,08/20/2023 14:33,44.45,,Germany,0.39,243.65,Credit Card,Store_B,Category_C,KISTV,RAVIN
JFDXXS,UFUER,TMHLFBXUWJCPJVPHPPEM,519,07/20/2023 13:44,23.32,14111.0,Germany,0.11,208.31,Cash,Store_A,Category_C,TORRQ,QYSOR
CNFYFR,,LFHGPWMSISSHQPYWGOMS,310,08/23/2023 20:49,7.72,13024.0,France,0.27,317.11,Online,Store_A,Category_B,OPEPA,BDBYM
QEUZID,SCGVK,HKWJFSOROTOIWYJSMPXF,197,03/25/2023 08:23,95.31,,United Kingdom,0.31,344.51,Cash,Store_C,Category_A,EBAYP,EQIVD
EHFOQV,ZLHNX,QWIAZBODEXRWOHIVTCUY,444,01/23/2023 07:36,43.15,17187.0,Germany,0.32,212.04,Online,Store_B,Category_A,UBSMO,BOHZM
SQRRMK,IVDPB,GRWMYWMBEKWHRLQUGFUR,3838,12/27/2023 14:34,636.73,12828.0,Belgium,0.06,464.7,Cash,Store_C,Category_B,SPWSN,HGPHJ
XHDZWP,QCWDR,OXDROHVHWNJFINFQQPXH,377,03/03/2023 16:08,461.96,,France,0.43,415.04,Cash,Store_C,Category_A,DYOXD,GFTYS
ZAEDKC,QCDOY,PEAQBMUHMMJVUXNUONML,756,07/18/2023 21:41,3.06,11097.0,France,0.06,426.66,Online,Store_B,Category_B,IJTRE,DADPO
FVBGOL,HSRLL,,947,04/03/2023 02:14,84.64,13523.0,United Kingdom,0.08,172.6,Credit Card,Store_B,Category_A,JAASU,JNISG
EZDFEG,PRCHW,,424,11/01/2023 15:35,546.74,12736.0,United Kingdom,0.28,473.75,Cash,Store_A,Category_A,JGSNN,PQHXZ
LDUUUP,KEXZA,JHPVLOKNOYTJLPXILSEB,788,09/18/2023 12:56,9.76,14946.0,France,0.29,255.64,Online,Store_A,Category_A,ECMMQ,REVDS
AAYEJK,CTCXE,BNBXQWJXWWQLYMCCXUJY,137,01/07/2023 11:22,79.33,12930.0,United Kingdom,0.34,343.85,Credit Card,Store_A,Category_B,HNBFZ,MHRLQ
FFRSMK,,VMHAXZYNXOICLRCNEDXM,756,01/06/2023 23:07,525.91,16763.0,United Kingdom,0.19,258.46,Credit Card,Store_A,Category_A,YHWFG,LTXLT
IQNZDR,OLJKH,GSRQPUVXBHKTLSGYVOKG,576,05/08/2023 23:12,93.0,10632.0,Germany,0.33,38.99,Credit Card,Store_B,Category_A,JGMLS,NJHHB
CYJMIO,JVENE,JEUABCRSCPHGRLUMHWTC,461,06/29/2023 09:19,42.26,19866.0,Netherlands,0.25,487.47,Online,Store_C,Category_B,ZLJNA,
ZRVCKX,TSIIJ,,327,11/11/2023 11:43,44.16,16791.0,France,0.4,98.52,Online,Store_C,Category_B,ZVCHQ,RXCHC
,DHOGP,ROLFSKJNUGQSVDJGWYGU,766,03/19/2023 08:19,82.96,18957.0,Netherlands,0.47,122.44,Online,Store_C,Category_C,GSNYM,BJDRT
MPIFOT,YIBKQ,VPZCQPZLKAAJABRZMAZL,568,01/22/2023 01:21,50.51,10244.0,France,0.18,177.81,Online,Store_C,Category_B,VZOHR,WJWCS
BJDRCO,VGIZY,,472,04/24/2023 19:55,95.28,11742.0,Netherlands,0.49,432.93,Credit Card,Store_B,Category_C,GUXNP,PICMZ
HJDBQD,VBNWP,XSXUNCFYEKOGSVVTPQGK,583,11/30/2023 13:56,33.78,18782.0,United Kingdom,0.07,277.7,Cash,Store_C,Category_B,BQBTO,LCKZZ
SXDIHP,EHUGL,JTVSCQVBSWDZGYAPEONR,763,10/20/2023 23:25,59.8,12538.0,Germany,0.37,493.72,Credit Card,Store_C,Category_C,MJRCS,ISYLP
BQTEUL,NVDGI,KCQJJWYAXIUYDNBCIQLU,705,06/03/2023 16:26,43.33,18102.0,Germany,0.14,210.26,Online,Store_C,Category_B,XYOGJ,
EMPLLY,UMSNP,PZMETRUVMKQVNSIHGYAX,589,10/29/2023 13:49,52.79,,Germany,0.4,327.32,Cash,Store_A,Category_B,EYDLZ,QSLFL
YKTRJQ,ODTPZ,SCYXJVLURKWDEZEQKEUY,1441,06/18/2023 01:52,30.28,13418.0,United Kingdom,0.36,202.78,Credit Card,Store_A,Category_B,WZJRP,JBRQC
HMOXPQ,EIMFT,,148,11/06/2023 01:57,25.87,13858.0,United Kingdom,0.13,192.12,Online,Store_B,Category_B,AVPGH,JEQZU
ALUCXH,VOSGQ,OYPAZLFZOZOLGTMYHWAU,665,03/11/2023 01:55,34.93,19178.0,Germany,0.38,296.46,Online,Store_C,Category_A,WHCXB,EFGUA
,FVHFN,OFYRMSRYCFGVXMAQXWCH,474,04/20/2023 03:20,22.4,17742.0,Germany,0.15,199.01,Credit Card,Store_B,Category_B,QTCPB,
HKZFBA,OSEFW,XQOTUXPSQEWPYMJHSCHL,608,01/31/2023 17:45,693.52,11387.0,United Kingdom,0.04,245.55,Cash,Store_B,Category_C,UEOUZ,PUHNX
,WVOWW,,87,07/03/2023 05:31,66.85,12246.0,Belgium,0.45,381.87,Credit Card,Store_B,Category_A,LSNET,DVIXM
YKNJCD,OWBES,XXXMFOJHFGPFTKFFLEGY,29,10/01/2023 19:22,46.36,13082.0,France,0.17,118.93,Credit Card,Store_A,Category_A,RWUPI,JFVIS
NZCVHX,VAVJR,WOHVWPBDYOTXVDHWZBWU,726,07/10/2023 13:26,13.55,16097.0,Germany,0.22,229.76,Online,Store_C,Category_A,EIFVK,DYTGX
,CRSBE,YVCJGPVEMZYHHDZOZAPD,497,06/28/2023 18:48,30.97,,Netherlands,0.08,439.32,Online,Store_B,Category_C,WBULC,NDRQD
JYXBCD,GNSSD,ULWJTWJHPIZARNNSWDDF,586,03/04/2023 05:40,41.42,17335.0,Belgium,0.03,7.85,Online,Store_A,Category_B,,WIUIH
LYIGIK,IPMVS,WKGKOJXCUKWEPLUJOCHO,912,05/05/2023 06:17,87.95,10598.0,United Kingdom,0.45,261.09,Online,Store_C,Category_B,MTBGV,MVOYD
OVQVRA,OFTPI,,296,01/21/2023 23:29,60.47,13847.0,Belgium,0.28,151.57,Online,Store_B,Category_B,UDRJT,RWNZA
TAXCAY,JGXXI,RXFHDPIKLHNLBGWLKKEP,428,08/01/2023 02:35,815.85,11137.0,Germany,0.08,425.34,Online,Store_B,Category_C,DPHRN,CZSGT
WHDDDI,XHLYO,QLSVAZZNEVTSMZPYQNMK,325,04/09/2023 20:35,32.61,13938.0,Netherlands,0.48,408.02,Cash,Store_A,Category_C,SZGPZ,QKOTD
GDQUPT,NLRDT,VMRDXSGNEUXODMAEMXPH,705,01/22/2023 12:44,68.46,15780.0,France,0.49,345.22,Credit Card,Store_C,Category_B,MGOCD,AGWCN
CNUWUR,QMHTS,IWQIDSNZQSEKCTXZHJRJ,2694,08/26/2023 12:05,61.66,,Netherlands,0.1,350.7,Credit Card,Store_C,Category_C,QZPIC,MBZJB
HQASIC,FFDIB,XLPSHCSWAXYEEIZKAWLD,951,06/18/2023 03:00,86.81,19978.0,United Kingdom,0.01,222.05,Online,Store_C,Category_A,HZLKH,WFXSW
,ZXSYE,NRQYGBLDUEBWERPKVCEN,3032,07/21/2023 16:32,10.43,,Netherlands,0.35,324.93,Credit Card,Store_A,Category_A,SXRUD,TBVPM
KIYIYK,VANNT,HJQIMIWDPAZDARCNHCHV,639,01/21/2023 00:53,61.29,19228.0,Netherlands,0.34,439.45,Cash,Store_B,Category_A,JSFIJ,GKWZE
IVGELN,MTNUL,AKDRHXYWAIYMGTLUSWPK,8,10/29/2023 04:45,37.99,12596.0,France,0.17,353.28,Cash,Store_B,Category_C,VOKFA,HWFFR
IMTSBF,WMZSR,GYYYTXQVZJMGVRJHOXRT,465,03/11/2023 08:20,35.44,13711.0,Belgium,0.03,185.75,Cash,Store_B,Category_C,,MTWXA
YGKLZK,UGBFZ,HFXSVOWIDVVHUSMFHXNB,890,01/26/2023 05:12,84.73,16390.0,United Kingdom,0.12,47.52,Credit Card,Store_A,Category_C,KSZRJ,BVQNW
AQFMXK,XDBXI,LQYSXEOSWAVFRMMDGYCM,464,08/25/2023 18:48,52.16,19494.0,United Kingdom,0.43,307.03,Cash,Store_A,Category_A,,JIWPV
YAUGWT,QZELJ,UZKMZEBNJNWSHRXUEKWX,842,05/15/2023 23:24,58.59,12387.0,France,0.31,71.49,Cash,Store_B,Category_A,,PZJCZ
LWJOWV,RWSZM,ONROTMJIEXRVTHPPVMSP,940,08/08/2023 02:27,65.67,14824.0,Netherlands,0.16,239.19,Credit Card,Store_C,Category_A,JYHZT,HWNDZ
JWLGDV,RWWYL,IXLBDMBYIXJTRWTWKIDF,697,07/31/2023 12:22,73.82,,Germany,0.34,322.23,Cash,Store_A,Category_C,URRNB,IUYIS
PHPLBP,XIUVS,KSOANOLWAOMWWEGOGRIM,3898,09/01/2023 03:01,91.44,16802.0,Belgium,0.49,480.44,Online,Store_C,Category_B,SLKVF,YIXZJ
MZIORV,JSYAP,CAZZYLLRBHTRDUCWVDXG,1859,06/24/2023 22:58,57.9,12079.0,Belgium,0.16,250.84,Online,Store_C,Category_C,,FRGGQ
NOWQGU,RIHAV,JFJCJOAVCJQVTBOQANKR,906,05/04/2023 09:39,56.0,13484.0,United Kingdom,0.37,77.72,Online,Store_C,Category_B,EBWRI,HPVZH
CGCWLT,TTCJQ,HMQULMTIVLMDJNNSVNDR,383,10/13/2023 15:05,50.74,19904.0,Belgium,0.23,66.65,Online,Store_A,Category_A,RXCFO,WEASS
PGYQFV,LHSRQ,CWPKDBDTUFOXJHZGKBUU,946,11/02/2023 19:56,402.4,11962.0,France,0.27,223.15,Cash,Store_C,Category_B,XWZVO,JIGCO
PLWFNJ,MKUDN,DYRBDEOAZEVKRIINCERC,482,03/30/2023 16:44,67.64,16178.0,United Kingdom,0.43,154.42,Cash,Store_C,Category_A,,RHJGH
LMTJMN,IYFDN,WBLPONLVQJYBGRZUCLBM,609,12/21/2023 04:04,67.77,14187.0,France,0.43,459.46,Cash,Store_B,Category_C,HXGHZ,LQOES
AZOGJA,HIUFO,PMMMSRUMQKDNIALTLDAA,517,04/12/2023 06:17,85.47,17352.0,Belgium,0.1,495.39,Cash,Store_A,Category_B,UVBZQ,PTGXQ
,,RWWFBZOHLLCXLYSYUYYD,772,09/23/2023 00:59,32.67,14790.0,Belgium,0.15,306.83,Credit Card,Store_A,Category_B,PWJYE,IJUPW
,XRRBQ,HBWAJUHLOJQVWPVOECJZ,489,04/29/2023 18:53,58.01,14696.0,Netherlands,0.01,249.49,Credit Card,Store_B,Category_B,KWIBU,UMHTG
WPKRZT,,SIUJHDMMSJHEABVMAXGE,658,10/20/2023 06:32,72.66,18330.0,Netherlands,0.19,320.5,Cash,Store_B,Category_B,SSVIY,
IEKOWB,WBYCT,MBKPYPKFWKQSVOYYDZQV,779,12/04/2023 06:34,527.17,10588.0,France,0.26,216.66,Credit Card,Store_C,Category_A,DPIQM,WYIKC
ORMEUJ,UGIQV,PPJUANGBIHFHYLGDMERE,934,12/14/2023 22:57,17.48,18577.0,France,0.16,21.88,Online,Store_B,Category_C,IATOP,AVHDG
MUFATS,CFSRV,KWHVDCFSARJFWZXKSFNB,179,03/16/2023 11:41,17.52,17565.0,France,0.14,82.5,Cash,Store_A,Category_A,YLSKE,SRAVJ
JJVSIG,DAYUI,LNLPARPLBCUQNYRWUIFR,361,07/14/2023 00:37,75.2,16303.0,Germany,0.13,20.2,Cash,Store_A,Category_C,,SCUHO
LHLJGH,QKMFL,,21,07/30/2023 22:15,21.0,15979.0,Germany,0.42,163.77,Credit Card,Store_A,Category_C,HIUJW,EABOD
,YFBVO,,830,10/23/2023 22:32,52.73,13586.0,Germany,0.49,469.36,Cash,Store_C,Category_A,BEWRD,XFCYV
VORMRF,VLXMC,GLCYKFDJXRUKTUJOABEM,608,09/07/2023 22:29,80.5,19785.0,Netherlands,0.24,421.82,Credit Card,Store_C,Category_B,VVUQY,XCQPN
MXDSPQ,BESJR,AHCXUEJNNZIVALZFOBJG,64,12/07/2023 00:39,33.39,12853.0,United Kingdom,0.01,18.18,Cash,Store_A,Category_C,DGYPF,KEPVE
CXCHSA,HYAQE,VXKNONTFTYLCWGVRUXWE,629,05/21/2023 22:46,28.93,14692.0,Belgium,0.49,179.98,Online,Store_B,Category_A,QPGOB,WAUYZ
XCDKFR,NMGMO,WHSLKVHKNTCTQMGUKGAG,606,12/30/2023 13:15,43.91,12985.0,Netherlands,0.44,334.44,Cash,Store_B,Category_B,CEZKJ,QRILW
CNUJYY,MKDAV,MICZLQGHTSGCMLZZQPUX,97,03/06/2023 01:20,42.14,15114.0,Belgium,0.43,305.11,Credit Card,Store_A,Category_C,WMCQA,IVUMU
RRCRME,ZOKOI,EGTFEVUITSUIDDFYXMSZ,563,01/06/2023 00:01,97.64,14151.0,Germany,0.41,411.16,Online,Store_C,Category_A,JRNJV,DDQBW
JAHEPP,JMLQJ,HMAKCCXRUPUUMBWGUEAO,565,08/17/2023 21:53,9.14,19726.0,France,0.1,243.44,Online,Store_A,Category_A,UPFGT,VRFTW
,VZBRR,,624,05/03/2023 19:18,12.03,18621.0,France,0.05,121.36,Online,Store_C,Category_B,DYHUD,JEESM
QNGQRJ,PLUVY,UEPKFBOZTVGXVTQQOTYB,660,10/14/2023 03:51,4.58,16863.0,Netherlands,0.02,292.88,Credit Card,Store_C,Category_C,UYAMT,PRKKH
TOZIWH,NNGHT,GFMMOLKLBMEHTTIZYVYT,42,11/07/2023 21:21,10.74,16491.0,Germany,0.33,341.08,Cash,Store_A,Category_C,,BGCIA
VQEQGR,AJZAX,NZATIBROYXNPRSXGVQRD,874,09/27/2023 00:53,53.6,19335.0,France,0.33,223.75,Cash,Store_B,Category_B,CEPJJ,CZNTF
ZRQEPV,OLYMI,VYHGVELJELMQSPDSZEJI,91,02/11/2023 17:42,24.48,,Germany,0.16,238.66,Online,Store_C,Category_A,,ASZVA
,WKKOG,UFRZYUZIBHAIVOOHRUCG,-2,07/02/2023 21:32,31.52,,Germany,0.49,288.28,Cash,Store_A,Category_A,YYBOH,DVENC
RABLIF,MHISR,AZRALVSMDDDZWKHBSBZA,790,04/10/2023 03:17,93.53,12290.0,France,0.21,185.48,Online,Store_A,Category_B,FUVMX,IOQFT
XPJXRU,,SPLFFVOEZTNOPFTVIEYY,540,05/02/2023 20:30,92.74,18122.0,Germany,0.11,132.7,Online,Store_A,Category_A,CXBZZ,JRRWI
YNFPRW,MMBCR,GRZURFMQLLFLXABZZKSR,508,04/19/2023 08:38,48.76,16918.0,United Kingdom,0.19,223.78,Cash,Store_A,Category_C,BXEJJ,DTUHV
AEZPHP,BMISH,TWOMRLWLQCILFPXJJBHT,83,02/02/2023 21:37,47.32,12430.0,Germany,0.28,22.2,Credit Card,Store_C,Category_A,WKHSB,WEVVU
CAHXWH,RFOVM,CSERSUJMEGFRYKDFHQNC,1655,12/15/2023 23:45,2.36,12233.0,Germany,0.24,25.64,Online,Store_A,Category_B,KHNMJ,YFWUV
CTXQLB,LJQJL,WFNLWQEMVVLCBXQTORXS,195,06/08/2023 12:14,85.84,16039.0,Belgium,0.19,298.75,Cash,Store_C,Category_A,DFACB,FFSKM
GYDYBP,LBGAG,KMBJDNRRKDOCWWYAJQKI,592,07/20/2023 09:59,37.62,11714.0,Belgium,0.32,391.03,Credit Card,Store_A,Category_A,XIDUQ,AIXMG
QJKEPV,,ZTENICPWFAZHDFRJJSOF,288,08/01/2023 10:21,36.47,18623.0,United Kingdom,0.13,385.14,Credit Card,Store_C,Category_B,TCZTO,GWVDP
TVEOIX,PEMOF,DSXEVFQVPLJPQRAJTWPR,945,10/29/2023 18:20,62.51,19283.0,United Kingdom,0.02,363.22,Credit Card,Store_A,Category_B,,NOUBV
IXWGEG,RGAAT,HKHGQCUIZPOHJYOSKDQD,252,09/14/2023 04:33,67.45,14329.0,France,0.16,382.32,Cash,Store_C,Category_A,JWAYJ,SXJIK
JURKLQ,CZPUO,GMEDTDFUOSSUDJBISHOV,649,01/31/2023 16:17,65.68,14535.0,Germany,0.26,243.74,Cash,Store_B,Category_C,KKEQB,QQWWU
NRXLJS,RZDZZ,DMMOYEXWGVVLVQZNCHSS,169,04/10/2023 01:34,11.05,,United Kingdom,0.14,144.84,Online,Store_B,Category_A,LBRVU,
OKBAVB,ULOWA,FVJJTFRYXKLCTHLOKHGJ,147,06/14/2023 16:33,45.27,18515.0,Germany,0.05,28.69,Cash,Store_B,Category_B,FRYEL,HUHVY
LDUPPE,ZHWTY,VPKJHUARRGDSCTZPZJBD,286,02/18/2023 11:54,78.62,11083.0,Belgium,0.32,424.45,Credit Card,Store_C,Category_A,XYFFZ,HFNGB
LONAQZ,MKKVI,ZCWSTTRAAIOKAAKRKMJT,105,12/17/2023 10:53,26.55,11499.0,Netherlands,0.27,31.92,Online,Store_B,Category_B,IQXBH,YUGVL
SZYOQF,BLWZT,ICTMOHMGHMIPUEGZLCOI,3106,05/10/2023 05:51,46.15,19837.0,Belgium,0.27,25.42,Cash,Store_A,Category_C,RNLHB,CJIQM
MJKHSX,FVEXR,NUHRXAJZEYGFNGYVFQOF,303,01/06/2023 06:52,58.52,15134.0,United Kingdom,0.21,115.4,Online,Store_C,Category_A,XSRKZ,SHGIO
,ZDYVZ,GRZMEMFOKVUJZQQHIZUG,862,11/18/2023 09:05,52.88,12264.0,United Kingdom,0.12,390.67,Credit Card,Store_C,Category_B,DYPHX,PZGEG
KHKEES,TSHRA,XCBBRKYIQKNSMYGNQGEE,898,12/10/2023 09:16,84.27,15320.0,United Kingdom,0.42,483.13,Credit Card,Store_A,Category_C,ENOJR,WDTRW
XHEZSR,AGWUG,RCGTUAHOUSANKHWWVEJY,659,01/19/2023 08:41,48.37,18203.0,Netherlands,0.37,391.86,Cash,Store_B,Category_B,SKKVC,RUFNC
PFSUXE,VRBRT,,196,01/10/2023 22:33,81.64,10895.0,Netherlands,0.04,169.02,Online,Store_A,Category_A,UZPTD,RYBHD
BABXHJ,KPKEV,XRQORPPYZZSGQNMNDIPV,170,06/10/2023 03:38,59.75,12789.0,United Kingdom,0.36,469.25,Credit Card,Store_A,Category_B,LQEBN,TWUBJ
OYVRJO,QSEEH,CGAYUFSUGULFMUGBZPXU,450,03/12/2023 06:06,40.96,10549.0,Germany,0.14,198.84,Credit Card,Store_C,Category_C,NQPOT,BZOYW
IHJQVY,XZAPT,,436,11/28/2023 06:59,14.26,15052.0,Belgium,0.46,238.96,Credit Card,Store_B,Category_B,ANROD,SOASL
ZLRCVL,TPLNU,AQWEENQYRLPBNSWUHOHU,828,01/08/2023 19:46,75.9,17361.0,United Kingdom,0.07,94.92,Credit Card,Store_B,Category_B,SQNEN,ZTJRB
OYNSON,DCDYR,GWBTTLSFWQXQTXJXFLCY,861,10/25/2023 18:30,71.54,16079.0,United Kingdom,0.06,410.97,Cash,Store_A,Category_A,DJVLZ,SHYDL
BBHIOU,FFVNK,XKJQLCTPIQXIFGJAARTD,148,02/24/2023 16:08,83.53,19012.0,Belgium,0.45,347.28,Online,Store_A,Category_C,DZMBM,VBORX
CMCFGY,SLIUT,NGWAYQUPZJTKVNVJAADL,774,01/23/2023 21:32,17.73,14427.0,Netherlands,0.12,273.5,Cash,Store_B,Category_B,XILVL,ETXDP
IGWRZF,KPTFA,ZEFIXBMVCSVIOXWGQINS,581,05/18/2023 03:41,78.49,,Germany,0.29,110.17,Online,Store_B,Category_C,XAZDZ,RRHGE
,QZVDF,QEKUFETSPVUZYBNHJOZL,11,04/11/2023 11:32,24.49,11940.0,Germany,0.21,339.51,Credit Card,Store_B,Category_C,JYSRN,BOOCB
SMIAVT,EGZDC,MDDRXDQREPZFDGBYTVHZ,-1,11/22/2023 21:00,97.11,15754.0,Belgium,0.12,472.08,Cash,Store_A,Category_B,RFKEI,
NQAGEZ,IGPMB,UEBQUSMGONUYCMZXPMTV,633,12/02/2023 09:54,25.34,18168.0,Belgium,0.18,388.1,Credit Card,Store_A,Category_C,WACSR,ZWNSE
DFIMFZ,WENKI,MZDYSOYYFWDECDOWNFVI,756,08/02/2023 01:40,27.32,11331.0,Germany,0.44,294.54,Cash,Store_B,Category_A,RKDQN,PQXDV
TECDIC,ADUJV,WLNSUPIDCNWRSQIONIBR,839,03/15/2023 10:45,24.47,,Germany,0.23,489.02,Credit Card,Store_B,Category_A,OWFOB,ZJNVB
VBCFPV,RMURV,ASQHLPCDETXMGNJBKDHH,-8,08/19/2023 08:06,6.32,,Netherlands,0.09,414.68,Credit Card,Store_B,Category_C,ZVMML,SKFUW
EFFZPG,MGZQD,AHLLWAAOBDWLFNBZVMBJ,88,05/27/2023 22:19,828.52,12252.0,France,0.36,165.5,Online,Store_C,Category_C,MGSPX,MZZEQ
LOERGU,BNVYM,WKEERFJXCNLTNTJSAWVG,787,03/09/2023 11:37,27.17,18281.0,United Kingdom,0.11,226.42,Credit Card,Store_A,Category_A,MQJDU,AYABH
GZEQTN,OBJHJ,URPGCZHNHFAQDBEIONYR,818,07/19/2023 21:28,81.9,11576.0,United Kingdom,0.31,1.58,Credit Card,Store_C,Category_A,THKWQ,OQHNZ
XNFDHB,CNXBF,APNGHRSIZPDEGZVIQZXQ,224,12/04/2023 10:24,99.61,10419.0,Germany,0.46,48.49,Online,Store_B,Category_C,OROKW,SVPGF
WBXDGF,YXOVP,OMOKGQIJMDPKROHWBWGN,119,04/13/2023 08:57,78.16,,Belgium,0.34,52.08,Credit Card,Store_C,Category_B,LLPMF,XNPTL
IUHTDK,,GOYCZKTPIZIVPHJGWNJY,4874,04/18/2023 12:43,58.11,,Germany,0.5,55.35,Credit Card,Store_C,Category_A,WBYIB,BCFAS
TLJDYE,TLCIP,,653,12/13/2023 06:52,95.29,12643.0,United Kingdom,0.19,96.26,Cash,Store_B,Category_C,PRNGR,
NMZJZM,ZCMID,YAGPNXIXLEAOKAADNOTQ,216,06/27/2023 16:00,49.34,17861.0,Belgium,0.23,200.63,Credit Card,Store_B,Category_C,WSHPW,WSECZ
YRDVZO,,EEBGXCMOJIWYBONCYIJE,675,08/25/2023 07:28,91.6,10969.0,United Kingdom,0.42,264.49,Online,Store_B,Category_C,XCDOX,HZONR
MAZSJJ,XLUNT,MLLDRSYDVOPDKKJMPWFT,511,01/02/2023 21:03,98.66,11206.0,United Kingdom,0.42,210.62,Online,Store_C,Category_C,,PYJTP
FHBXXI,JVCTX,LWCYNLGFBXLZPXENMIME,-5,05/28/2023 15:05,97.8,16247.0,France,0.48,206.5,Online,Store_B,Category_C,,OCMER
WJNVLR,VOWRG,XMQWAKDISFVOSGTENUYM,435,06/02/2023 15:47,67.19,13433.0,Belgium,0.34,248.12,Online,Store_C,Category_B,,NJBOO
OKKAVX,DMMRW,IPRHPBSYRGVBFZCCRDEB,772,11/09/2023 01:01,4.4,13211.0,Netherlands,0.12,217.88,Credit Card,Store_C,Category_B,GUJRM,XSLNH
BYSKPF,FYGEE,CWUEXUNUXGBWTLFYFBYP,307,07/28/2023 16:22,55.55,16540.0,France,0.4,279.22,Online,Store_B,Category_A,GTKZM,WLXQE
KTNZNY,VVNDQ,,756,05/24/2023 21:35,54.48,11713.0,Netherlands,0.39,431.56,Cash,Store_C,Category_A,ZHXJS,MJEXV
AHAHCU,EPUAZ,,779,06/23/2023 11:17,31.94,12461.0,France,0.44,156.74,Cash,Store_A,Category_B,WIEBJ,GLHWL
JKKBFG,,,494,02/22/2023 22:10,16.6,18864.0,Germany,0.16,459.7,Cash,Store_A,Category_A,YOCNB,ZRJHZ
OMTWVM,JRMWL,PLKBUTRQFJNUQWGBTEYL,392,08/27/2023 18:53,71.43,11010.0,United Kingdom,0.12,243.31,Credit Card,Store_B,Category_A,UQRBE,XRTRK
HCVWXL,BMFRV,ZYZCYHHBYXAJLTJRKEDE,476,01/17/2023 12:24,5.5,11868.0,Netherlands,0.32,495.72,Cash,Store_B,Category_C,,MFFFP
WVHLPI,NKEVO,HSSMHFGRYLLSMETSMLFP,777,08/18/2023 17:51,206.02,11756.0,United Kingdom,0.33,72.48,Online,Store_A,Category_A,JZJLK,XTQCB
WNCLON,QNNPB,ADKFRWBTRPKCZCCPYIQW,411,12/03/2023 21:33,13.17,13726.0,Germany,0.1,62.9,Cash,Store_C,Category_B,TAQQP,CFKQH
AUQAQS,PLMXT,ZENJICKZVGRNWYMUTWKY,21,01/15/2023 14:26,43.13,12129.0,Belgium,0.09,98.43,Online,Store_A,Category_A,VQWUX,UCELC
NLHDPH,NDWAO,TTUETTVLTYDGILOLHEHU,817,06/06/2023 01:02,64.1,10186.0,Germany,0.39,26.13,Cash,Store_B,Category_C,ZBNEO,IAUUE
NXYUUW,CPYNB,NNNERHIOENMLETDMQZPU,444,08/14/2023 11:29,88.5,19602.0,Germany,0.26,74.32,Online,Store_C,Category_B,WKTEZ,PLETD
VKUILA,FNZAP,MJYBJTHWNKCBXSHXLQLE,805,09/21/2023 15:55,0.86,13455.0,Belgium,0.2,43.31,Credit Card,Store_C,Category_B,JTVCY,UQCEC
XXEFPR,LTFHR,NNFSHKGBNDKHGLAKWQXM,815,09/07/2023 09:24,51.7,19295.0,United Kingdom,0.07,376.93,Online,Store_B,Category_C,,IMZJX
RWRUTL,DGLCM,NQMEKTSSFZCUSWOUXBAS,453,02/25/2023 23:12,13.91,11155.0,United Kingdom,0.09,313.77,Online,Store_C,Category_C,SMHGQ,DKEDF
HDFRLE,,VTGZURTQRJDFRHCGMPIF,861,09/11/2023 08:44,3.8,14644.0,France,0.24,34.66,Credit Card,Store_A,Category_C,JAYPJ,VHNJL
YQMXBE,MWPSU,DSHYNOXCKDPUSKKHZXVH,852,05/24/2023 02:47,4.47,17907.0,France,0.36,394.5,Credit Card,Store_A,Category_A,AICKC,NYAZT
,TVPNO,GCWOSQYLCYBRMSGXQYPR,665,05/30/2023 22:14,47.51,11259.0,France,0.29,291.34,Credit Card,Store_A,Category_A,LSVNN,PJMZC
